galeria_id,galeria_nombre,galeria_fecha_fundacion,galeria_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,galeria_calle_numero,galeria_colonia,galeria_cp,galeria_telfono1,galeria_pagina_web,email,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
346,"Galería Rampa","1983-01-01","",1,"Aguascalientes",1,"Aguascalientes",1,"Aguascalientes","Cristóbal Colón 116","Centro","20000","","","",-102.29522,21.88014,"http://sic.gob.mx/ficha.php?table=galeria&table_id=346","2021-08-31 05:19:34-05"
1282,"Galería Afrodita 112","2016-11-05","Particular",1,"Aguascalientes",1,"Aguascalientes",1,"Aguascalientes","Afrodita 112","Col. Las Hadas","20140","","","galeriaafrodita112@gmail.com",-102.29162,21.90638,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1282","2021-12-16 06:02:23-06"
1439,"Galería 9.2 mts. de Arte","2011-03-01","Centro de Educación Media/Universidad Autónoma de Aguascalientes",1,"Aguascalientes",1,"Aguascalientes",1,"Aguascalientes","Av. Universidad 940","Cd. Universitaria","20131","","","japadill@correo.uaa.mx",-102.31568,21.91301,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1439","2021-05-27 04:11:09-05"
338,"Galería Universitaria","1973-06-19","Universidad Autónoma de Aguascalientes",1,"Aguascalientes",1,"Aguascalientes",1,"Aguascalientes","Av. Universidad 940, edif. 1-B, piso 1","Cd. Universitaria","20131","","","jhgarcia@correo.uaa.mx",-102.31376,21.91365,"http://sic.gob.mx/ficha.php?table=galeria&table_id=338","2021-08-05 08:28:39-05"
1894,"Galería Oxígeno","2020-10-31","",1,"Aguascalientes",1,"Aguascalientes",1,"Aguascalientes","Av. Universidad esq Sierra Hermosa","Col. Los Bosques","20120","",""," oxigenogaleria@gmail.com.",-102.31446,21.91932,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1894","2021-03-02 02:15:37-06"
341,"Galería del Centro de Artes Visuales","1980-12-01","Instituto Cultural de Aguascalientes (ICA)/Dirección de Promoción y Difusión",1,"Aguascalientes",1,"Aguascalientes",1,"Aguascalientes","Venustiano Carranza 101","Centro","20000","","","centrodeartesvisuales@yahoo.com.mx",-102.29876,21.88047,"http://sic.gob.mx/ficha.php?table=galeria&table_id=341","2021-05-27 04:31:58-05"
1895,"Galería Madama","2018-11-12","",1,"Aguascalientes",1,"Aguascalientes",1,"Aguascalientes","Nieto 403","","20000","","","contacto@madama.mx",-102.29994,21.87919,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1895","2021-03-02 02:34:06-06"
339,"Galería de Arte Fernando González Medina","2020-07-26","Universidad Tecnológica del Norte de Aguascalientes ",1,"Aguascalientes",7,"Rincón de Romos",1,"Rincón de Romos"," Av. Universidad 1001","La Estación","20400","","","",-102.28052,22.22246,"http://sic.gob.mx/ficha.php?table=galeria&table_id=339","2021-05-27 04:29:05-05"
1065,"Galería Ernesto Muñoz Acosta","2007-07-31","Centro Estatal de las Artes/Instituto de Cultura de Baja California",2,"Baja California",1,"Ensenada",1,"Ensenada","Av. Lázaro Cárdenas s/n","Bahía Ensenada","22280","","","",-116.61768,31.85699,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1065","2020-03-13 06:53:55-06"
1543,"Galería de la Oficina","2019-11-22","",2,"Baja California",1,"Ensenada",1,"Ensenada","Calle Guadalupe Victoria 242"," Col.  Independencia","22710","","","galerialaoficina@gmail.com",-116.598,31.86331,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1543","2020-03-13 06:07:54-06"
353,"Espacio Alternativo Arte Contemporáneo","2017-04-16","Facultad de Artes de Ensenada/Universiad Autónoma de Baja California",2,"Baja California",1,"Ensenada",1,"Ensenada"," Blvd. Zertuche y Blvd. de los Lagos","Valle Dorado","22000","","","gerardomendez@uabc.edu.mx",-116.59781,31.82363,"http://sic.gob.mx/ficha.php?table=galeria&table_id=353","2021-08-06 05:07:37-05"
1025,"Galería Petanca","2010-12-02","Centro de Residencias e Investigación Artística ",2,"Baja California",1,"Ensenada",1,"Ensenada","Av. Gastelum 228","Centro","22800","","","hecherrod@yahoo.com",-116.62606,31.86587,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1025","2021-08-06 05:51:46-05"
1844,"Sala de Exposiciones de las Oficinas del Centro INAH-Ensenada","1992-01-01","INAH",2,"Baja California",1,"Ensenada",1,"Ensenada","Av. Ryerson 99","Centro","22800","","","cominabc@yahoo.com",-116.63014,31.86413,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1844","2020-03-18 04:29:38-06"
1064,"La Covacha/Foro Galería","2012-10-25","",2,"Baja California",1,"Ensenada",1,"Ensenada","Ruiz y Tercera núm.  350, Pasaje Romero int. 5A","Centro","22800","","","lacovachamusic@gmail.com",-116.62778,31.86644,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1064","2021-05-04 08:48:11-05"
1024,"Galería de  Pérez Meillón","1988-09-01","",2,"Baja California",1,"Ensenada",1,"Ensenada","Blvd. Costero Lázaro Cárdenas 1094","Centro ","22800","","","",-116.6218,31.8597,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1024","2020-03-13 06:59:41-06"
704,"Galería L86 ","2020-10-01","",2,"Baja California",1,"Ensenada",2485,"San Antonio de las Minas","Calle C s/n","Villa de Juárez","22755","","","galerial86bc@gmail.com",-116.65555,31.968,"http://sic.gob.mx/ficha.php?table=galeria&table_id=704","2021-12-16 06:05:16-06"
230,"Sala de Arte Rubén García Benavides","2011-12-01","Universidad Autónoma de Baja California/Facultad de Artes",2,"Baja California",2,"Mexicali",1,"Mexicali","Blvd. Benito Juárez 2500","Centro","21280","","","",-115.44459,32.63265,"http://sic.gob.mx/ficha.php?table=galeria&table_id=230","2021-04-29 10:03:50-05"
352,"Sala Rufino Tamayo","1974-03-15","Casa de Cutura de Mexicali/Instituto Municipal de Arte y Cultura ",2,"Baja California",2,"Mexicali",1,"Mexicali","Av. Francisco I. Madero s/n","Centro","21100","","","casadelaculturamexicali@hotmail.com",-115.49077,32.66464,"http://sic.gob.mx/ficha.php?table=galeria&table_id=352","2020-03-13 07:00:38-06"
343,"Galería de la Ciudad","1978-06-20","Instituto de Cultura de Baja California",2,"Baja California",2,"Mexicali",1,"Mexicali","Av. Álvaro Obregón 1209","Col. Nueva","21100","","","artesplasticasbc@gmail.com",-115.47245,32.66327,"http://sic.gob.mx/ficha.php?table=galeria&table_id=343","2021-02-16 04:47:32-06"
229,"Galería José García Arroyo","2016-04-06","Cooperativa José García Arroyo, A.C.",2,"Baja California",2,"Mexicali",1,"Mexicali","Av. Madero 1504","Centro","21100","","","",-115.46666,32.66611,"http://sic.gob.mx/ficha.php?table=galeria&table_id=229","2021-08-06 05:42:25-05"
347,"Galería Espacio Norte 2","2003-07-01","Fac. de Artes/Universidad Autónoma de Baja California",2,"Baja California",3,"Tecate",1,"Tecate","Av. Universidad 1","Fracc. San Fernando","21460","","","cultura@uabc.edu.mx",-116.62704,32.56868,"http://sic.gob.mx/ficha.php?table=galeria&table_id=347","2021-08-06 05:34:22-05"
344,"Galería de la Ciudad","1989-01-01","Instituto de Cultura de Baja California",2,"Baja California",3,"Tecate",1,"Tecate","Pte. Ortíz Rubio s/n esq. Callejón Libertad ","Centro","21400","",""," tecateicbc@baja.gob.mx",-116.62646,32.57279,"http://sic.gob.mx/ficha.php?table=galeria&table_id=344","2021-08-06 05:26:05-05"
1452,"Sala de Exposiciones del Centro Cultural Tecate","1998-10-04","Ayuntamiento de Tecate",2,"Baja California",3,"Tecate",1,"Tecate","Calle Tláloc 400","Col. Cuauhtémoc","21470","","","",-116.61937,32.57027,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1452","2020-03-18 04:30:53-06"
1700,"Galería de la Casa del Túnel","2018-02-17","Culturalmente Responsable, A.C.",2,"Baja California",4,"Tijuana",1,"Tijuana","Calle Chapo Márquez 133","Col.Empleados Federales","22010","","","culturebeatmexico@gmail.com",-117.03315,32.54179,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1700","2021-05-27 05:50:38-05"
1541,"Galería de Arte Alfonso Bustamante L.","2018-11-29","Grand Hotel Tijuana",2,"Baja California",4,"Tijuana",1,"Tijuana","Blvd. Agua Caliente 4558,  Plaza Agua "," Aviacion","22014","","","",-117.00765,32.51279,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1541","2021-06-16 06:46:09-05"
626,"La Caja Galería","2005-06-10","La Caja Galería, A.C.",2,"Baja California",4,"Tijuana",1,"Tijuana","Cjón. de las Moras 118-B","Col. 20 de Noviembre","22450","","","info@lacajagaleria.com",-116.99657,32.51307,"http://sic.gob.mx/ficha.php?table=galeria&table_id=626","2021-07-30 08:21:44-05"
742,"Galería  Álvarez Malo","2007-03-01","Casa de la Cultura Playas/IMAC",2,"Baja California",4,"Tijuana",1,"Tijuana","Av. del Agua 777, Secc. Jardines","Fracc. Playas de Tijuana","22200","","","casadelaculturaplayas@gmail.com",-117.11357,32.52273,"http://sic.gob.mx/ficha.php?table=galeria&table_id=742","2021-09-07 08:59:11-05"
1270,"Sala  Marta Palau","2020-03-11","Centro Cultural Tijuana",2,"Baja California",4,"Tijuana",1,"Tijuana","Paseo de los Héroes 9350","Zona Urbana Río Tijuana","22010","","","",-117.02325,32.53017,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1270","2021-07-21 04:57:24-05"
350,"Galería Benjamín Serrano","1988-07-22","Instituto Municipal de Arte y Cultura de Tijuana (IMAC)/Casa de la Cultura de Tijuana",2,"Baja California",4,"Tijuana",1,"Tijuana","Av. París 5 ","Col. Altamira","22120","","","casaculturatijuana@yahoo.com",-117.05203,32.53175,"http://sic.gob.mx/ficha.php?table=galeria&table_id=350","2021-10-05 12:51:54-05"
686,"Object Mexico","2014-06-28","Plataforma Mexicana de Diseño S. de R.L. de C.V.",2,"Baja California",4,"Tijuana",1,"Tijuana","Amado Paniagua 3017","Col. Aviación","22014","","","info@objectmexico.com",-117.01146,32.51637,"http://sic.gob.mx/ficha.php?table=galeria&table_id=686","2021-09-03 09:26:20-05"
354,"Galería Principal ","2000-01-01","Instituto de Cultura de Baja California ",2,"Baja California",4,"Tijuana",1,"Tijuana","Av. Centenario 10151","Zona Urbana Río Tijuana","22320","","","tijuanaicbc@bajacalifornia.gob.mx",-117.01699,32.53155,"http://sic.gob.mx/ficha.php?table=galeria&table_id=354","2021-08-06 06:37:23-05"
707,"Sala de Arte Álvaro Blancarte","2007-12-13","UABC",2,"Baja California",4,"Tijuana",1,"Tijuana","Calz. Universidad 14418","Parque Industrial Internacional","22390","","","saabgalerias@hotmail.com",-116.96479,32.53194,"http://sic.gob.mx/ficha.php?table=galeria&table_id=707","2021-08-06 05:37:23-05"
351,"Galería Picasso","1974-01-01","",2,"Baja California",4,"Tijuana",1,"Tijuana","Blvd. Díaz Ordaz 1351-2","Col. La Mesa","22450","","","galeriapicasso1@hotmail.com; info@galeriapicasso.com",-116.97873,32.50511,"http://sic.gob.mx/ficha.php?table=galeria&table_id=351","2021-12-16 06:06:06-06"
744,"Galería Deslave","2015-08-01","",2,"Baja California",4,"Tijuana",1,"Tijuana","Cristóbal Colón 923","Centro","22000","","","espaciodeslave@gmail.com",-117.04903,32.53257,"http://sic.gob.mx/ficha.php?table=galeria&table_id=744","2021-12-03 03:39:06-06"
1272,"Circulo ART Exchange","2013-07-14","",2,"Baja California",4,"Tijuana",1,"Tijuana","Av. Revolución s/n, Pasaje Rodríguez","Centro","22000","","","antonioescalante@gmx.com",-117.03737,32.53368,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1272","2020-04-17 09:24:28-05"
740,"Galería de Arte de la Ciudad","2006-11-17","Palacio de la Cultura / IMAC",2,"Baja California",4,"Tijuana",1,"Tijuana","Benito Juárez s/n, esq. Constitución","Centro","22000","","","palaciocultura@imactijuana.org; palacio_cultura_tijuana@hotmail.com",-117.0389,32.53491,"http://sic.gob.mx/ficha.php?table=galeria&table_id=740","2020-11-19 02:46:01-06"
44,"Sala Central de Exposiciones","1982-10-20","Secretaría de Cultura/CECUT",2,"Baja California",4,"Tijuana",1,"Tijuana","Paseo de los Héroes 9350 ","Zona Urbana Río Tijuana","22010","","","agarcia@cecut.gob.mx",-117.02302,32.5301,"http://sic.gob.mx/ficha.php?table=galeria&table_id=44","2021-04-21 13:05:14-05"
1796,"El Cuarto de Luz Galería Fotográfica","2013-03-01","",2,"Baja California",4,"Tijuana",1,"Tijuana","Av. Las Palmas núm. 4590","Col. Las Palmas","22106","","","",-116.98525,32.5046,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1796","2020-03-13 05:27:57-06"
1273,"Galería ReEvolución 208","2013-01-01","",2,"Baja California",4,"Tijuana",1,"Tijuana","Revolución s/n, Pasaje Rodríguez","Centro","22000","","","",-117.03713,32.53378,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1273","2020-04-20 07:07:39-05"
1186,"Galería de Arte del CEART de Tijuana","2013-04-01","Instituto de Cultura de Baja California",2,"Baja California",4,"Tijuana",1,"Tijuana","Vía Rápida Oriente 15320","Zona Río 3a. Etapa","22226","","","icbc.cearttijuana@gmail.com",-116.94578,32.49972,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1186","2020-04-18 11:13:40-05"
666,"Galería El Cubo","2008-09-27","Centro Cultural Tijuana",2,"Baja California",4,"Tijuana",1,"Tijuana","Av.  Paseo de los Héroes 9350","Zona Urbana Río Tijuana","22010","","","opina@cecut.gob.mx",-117.02327,32.52938,"http://sic.gob.mx/ficha.php?table=galeria&table_id=666","2021-07-21 05:01:03-05"
1450,"Galería Espacio 5","2015-07-01","Antiguo Palacio Municipal de Tijuana/Instituto Municipal de Arte y Cultura",2,"Baja California",4,"Tijuana",1,"Tijuana","Calle 2a. y Constitución s/n","Centro","22000","","","difusionimac@gmail.com; arteyculturapopular.imac@gmail.com",-117.03897,32.53541,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1450","2020-04-17 12:20:43-05"
703,"Carmen Saltiel Gallery","2021-06-13","",2,"Baja California",4,"Tijuana",1,"Tijuana"," Calle 9 y Calle Ignacio Zaragoza 8960-Local 7","Centro","22000","","","",-116.95385,32.50729,"http://sic.gob.mx/ficha.php?table=galeria&table_id=703","2021-12-16 06:03:31-06"
1797,"Puerto Nuevo Gallery","1000-01-01","",2,"Baja California",5,"Playas de Rosarito",1,"Playas de Rosarito","Paseo del mar 30","","22703","",""," puertonuevogallery",-116.93563,32.24226,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1797","2021-07-21 05:33:59-05"
1669,"Galería  Internacional","2015-04-16","CEART/instituto de Baja California",2,"Baja California",5,"Playas de Rosarito",1,"Playas de Rosarito","Paseo La Cascada s/n","Fracc. La Cascada","22710","","","ceartrosarito@gmail.com",-117.04084,32.30491,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1669","2021-08-06 05:11:27-05"
1793,"Ami Gastelum Art Studio","2016-07-02","",2,"Baja California",5,"Playas de Rosarito",1,"Playas de Rosarito","Blvd. Artesanal Popotla Km. 30.5 ","Fracc. La Barca","22713","","","",-117.04253,32.30571,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1793","2021-12-03 03:37:58-06"
1549,"Índigo Galería de Arte Escuela","2017-11-01","",3,"Baja California Sur",3,"La Paz",1,"La Paz","Francisco I. Madero núm.  1450","Centro","23305","","","indigogaleriadearte@gmail.com",-110.31425,24.1614,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1549","2020-03-17 05:06:58-06"
1546,"Galería Casa Parra","2003-01-01","",3,"Baja California Sur",3,"La Paz",1,"La Paz","Independencia 413","Centro","23000","","","info@casaparra.com.mx",-110.31411,24.16159,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1546","2021-02-16 04:43:55-06"
436,"Díaz Castro  Galería","1970-10-01","",3,"Baja California Sur",3,"La Paz",1,"La Paz","Calle 5 de Mayo 306 bis","Centro","23000","","","diazcastroartista@gmail.com",-110.31335,24.16247,"http://sic.gob.mx/ficha.php?table=galeria&table_id=436","2021-06-17 04:41:07-05"
437,"Galería de Arte Carlos Olachea Boucsiéguez","1987-01-27","Instituto Sudcaliforniano de Cultura",3,"Baja California Sur",3,"La Paz",1,"La Paz","Navarro s/n ","Centro","23000","","","galeriaolachea@gmail.com",-110.31706,24.14666,"http://sic.gob.mx/ficha.php?table=galeria&table_id=437","2020-03-17 04:23:27-06"
1548,"Salón de la Plástica Sudcaliforniana","2010-09-13","Centro Cultural La Paz",3,"Baja California Sur",3,"La Paz",1,"La Paz","Calle 16 de Septiembre núm.  120","Centro","23000","","","centroculturaldifusion@hotmail.com",-110.31538,24.16191,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1548","2020-03-18 04:38:11-06"
434,"Galería  La Pintada ","1990-01-16","Casa de Cultura del Estado de Baja California Sur",3,"Baja California Sur",3,"La Paz",1,"La Paz","Francisco I. Madero  825","Col. Esterito","23020","","","casaculturaedobcs@yahoo.com.mx ",-110.30981,24.16719,"http://sic.gob.mx/ficha.php?table=galeria&table_id=434","2021-06-17 04:59:03-05"
533,"Galería Logan","1998-01-15","",3,"Baja California Sur",3,"La Paz",3,"Todos Santos","Benito Juárez y Morelos","Centro","23300","","","jilllogan2001@yahoo.com",-110.22602,23.44864,"http://sic.gob.mx/ficha.php?table=galeria&table_id=533","2020-03-17 04:41:54-06"
1509,"Galería de Todos Santos","1994-01-01","",3,"Baja California Sur",3,"La Paz",3,"Todos Santos","Calle Topete s/n","Centro","23300","","","mplcope@yahoo.com",-110.22015,23.45611,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1509","2020-03-17 04:31:52-06"
1904,"NN Galería","2020-01-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Ignacio Zaragoza esq. Vicente Guerrero"," Centro Histórico","23400","","","contactonngaleria@gmail.com",-109.69735,23.06159,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1904","2021-08-18 05:15:13-05"
1355,"Jardín del Arte Los Cabos","2009-01-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Blvd. Antonio Mijares s/n, Plaza Mijares","Centro","23410","","","",-109.69487,23.06193,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1355","2020-11-18 07:37:49-06"
826,"Galería de Arte del Cerrito del Timbre","2019-01-01","Casa de la Cultura Profra. Nieves Tresviño",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Matamoros s/n esq. Niños Héroes   ","Centro","23450","","","coorculturacsl@gmail.com",-109.69475,23.06159,"http://sic.gob.mx/ficha.php?table=galeria&table_id=826","2020-11-19 04:14:04-06"
1823,"Galería  de Arte  Enrique Bascón","2016-01-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Alvaro Obregón 8","Centro","23400","","","enrique@artebascon.com",-109.91721,22.89036,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1823","2020-03-17 04:09:02-06"
1816,"La Sacristía Art & History","1000-01-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Miguel Hidalgo 9","Centro","23400","","","lasacristia.loscabos@gmail.com",-109.69551,23.06223,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1816","2021-05-27 06:45:15-05"
435,"Galería Alfredo Ginocchio","2019-01-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Carr. Transpeninsular km. 24.5, Koral Center","Cerro Colorado","23400","","","info@ginocchiogaleria.com",-109.70948,23.03769,"http://sic.gob.mx/ficha.php?table=galeria&table_id=435","2020-03-17 04:20:15-06"
460,"Galería de Ida Victoria","2000-12-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Vicente Guerrero 1128","Centro","23400","","","ida@idavictoriaarts.com",-109.69716,23.06224,"http://sic.gob.mx/ficha.php?table=galeria&table_id=460","2020-03-17 04:25:54-06"
698,"Galería  Pez Gordo","1999-01-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Corredor Turístico,Carra. Transpeninsular km. 7.5","","23400","","","pezgordoart@yahoo.com",-109.72457,23.01087,"http://sic.gob.mx/ficha.php?table=galeria&table_id=698","2021-04-16 06:09:49-05"
1068,"Frank Arnold Gallery","2012-01-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Comonfort 1137","Centro","23400","","","frank@frankarnoldart.com",-109.69565,23.06352,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1068","2021-05-06 08:49:48-05"
1232,"Galería Patricia Mendoza","2000-01-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Álvaro Obregón e Hidalgo","Centro","23400","","","   patricia@patriciamendozagallery.com",-109.69558,23.06289,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1232","2020-03-17 04:43:48-06"
1353,"Galería Tanya Talamantes","2009-01-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Carret.Transpeninsular Km 31.5","Corredor Turístico","23400","","","tanya@tanyatalamante.com",-109.69741,23.04514,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1353","2020-03-17 04:52:38-06"
1544,"Ivan Guadarrama Art Gallery","2010-01-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Alvaro Obregón 20","Centro","23400","","","info@ivanguaderrama.com ",-109.69703,23.06233,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1544","2020-03-17 05:11:24-06"
1067,"Casa Dahlia Gallery","1999-01-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Morelos y Obregón","Centro","23400","","","art@casadahlia.com ",-109.6965,23.06247,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1067","2020-11-09 03:38:57-06"
1345,"Laura Urrea Art Gallery","2013-01-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Calle Fco. I. Madero s/n entre Hidalgo y Guerrero ","Centro","23450","","","",-109.9134,22.88263,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1345","2020-03-17 05:13:35-06"
1552,"Old Town Gallery","2015-03-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Alvaro Obregón núm. 1505","Centro","23400","","","info@theoldtowngallery.com",-109.69708,23.06233,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1552","2020-03-17 05:16:49-06"
834,"Galería Corsica Cabo","2000-01-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Alvaro Obregón 15","Centro Histórico","23400","","","sanjosedelcabogallerydistrict@gmail.com",-109.69577,23.0625,"http://sic.gob.mx/ficha.php?table=galeria&table_id=834","2021-04-21 07:16:03-05"
1344,"Intagrafia","2012-08-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Morelos esq. Comonfort","Centro","23400","","","",-109.69655,23.06341,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1344","2020-03-17 05:10:17-06"
